run_id,timestep,mean_reward
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0003_n_steps=512__s1,90000,-44.962
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0003_n_steps=512__s1,120000,-116.448
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0003_n_steps=512__s1,150000,-134.895
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0003_n_steps=512__s1,180000,-96.862
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0003_n_steps=512__s1,210000,-93.41
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0003_n_steps=512__s1,240000,-66.236
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0003_n_steps=512__s1,270000,-24.207
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0003_n_steps=512__s1,300000,-82.472
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0003_n_steps=512__s0,30000,-382.046
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0003_n_steps=512__s0,60000,-210.191
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0003_n_steps=512__s0,90000,-141.308
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0003_n_steps=512__s0,120000,-123.088
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0003_n_steps=512__s0,150000,-133.015
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0003_n_steps=512__s0,180000,-127.746
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0003_n_steps=512__s0,210000,-162.737
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0003_n_steps=512__s0,240000,-167.06
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0003_n_steps=512__s0,270000,-129.604
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0003_n_steps=512__s0,300000,-115.693
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0003_n_steps=512__s0,30000,-2113.545
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0003_n_steps=512__s0,60000,-172.199
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0003_n_steps=512__s0,90000,-28.365
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0003_n_steps=512__s0,120000,-42.285
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0003_n_steps=512__s0,150000,-23.721
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0003_n_steps=512__s0,180000,77.031
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0003_n_steps=512__s0,210000,-64.345
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0003_n_steps=512__s0,240000,-5.575
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0003_n_steps=512__s0,270000,-87.599
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0003_n_steps=512__s0,300000,-12.997
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0001_n_steps=2048__s1,30000,-1267.343
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0001_n_steps=2048__s1,60000,-740.077
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0001_n_steps=2048__s1,90000,-642.796
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0001_n_steps=2048__s1,120000,-126.641
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0001_n_steps=2048__s1,150000,-98.862
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0001_n_steps=2048__s1,180000,-136.987
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0001_n_steps=2048__s1,210000,-162.042
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0001_n_steps=2048__s1,240000,-113.681
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0001_n_steps=2048__s1,270000,-16.264
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0001_n_steps=2048__s1,300000,-50.584
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0003_n_steps=2048__s1,30000,-426.624
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0003_n_steps=2048__s1,60000,-269.373
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0003_n_steps=2048__s1,90000,-58.959
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0003_n_steps=2048__s1,120000,126.629
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0003_n_steps=2048__s1,150000,169.517
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0003_n_steps=2048__s1,180000,100.738
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0003_n_steps=2048__s1,210000,209.215
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0003_n_steps=2048__s1,240000,93.395
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0003_n_steps=2048__s1,270000,223.428
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0003_n_steps=2048__s1,300000,153.041
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0003_n_steps=2048__s0,30000,-756.795
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0003_n_steps=2048__s0,60000,-109.507
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0003_n_steps=2048__s0,90000,107.803
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0003_n_steps=2048__s0,120000,42.75
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0003_n_steps=2048__s0,150000,102.905
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0003_n_steps=2048__s0,180000,16.091
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0003_n_steps=2048__s0,210000,113.67
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0003_n_steps=2048__s0,240000,142.418
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0003_n_steps=2048__s0,270000,120.435
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0003_n_steps=2048__s0,300000,105.645
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0003_n_steps=512__s1,30000,-435.084
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0003_n_steps=512__s1,60000,-89.023
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0003_n_steps=512__s1,90000,-55.093
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0003_n_steps=512__s1,120000,-57.634
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0003_n_steps=512__s1,150000,-30.559
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0003_n_steps=512__s1,180000,-1.872
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0003_n_steps=512__s1,210000,-4.169
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0003_n_steps=512__s1,240000,24.681
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0003_n_steps=512__s1,270000,-6.018
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0003_n_steps=512__s1,300000,23.632
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0003_n_steps=2048__s0,30000,-855.035
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0003_n_steps=2048__s0,60000,-111.977
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0003_n_steps=2048__s0,90000,-47.443
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0003_n_steps=2048__s0,120000,-105.332
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0003_n_steps=2048__s0,150000,-111.487
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0003_n_steps=2048__s0,180000,60.836
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0003_n_steps=2048__s0,210000,7.608
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0003_n_steps=2048__s0,240000,15.242
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0003_n_steps=2048__s0,270000,-21.977
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0003_n_steps=2048__s0,300000,32.4
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0003_n_steps=2048__s1,30000,-220.099
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0003_n_steps=2048__s1,60000,-64.93
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0003_n_steps=2048__s1,90000,79.069
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0003_n_steps=2048__s1,120000,147.692
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0003_n_steps=2048__s1,150000,172.793
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0003_n_steps=2048__s1,180000,164.143
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0003_n_steps=2048__s1,210000,212.242
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0003_n_steps=2048__s1,240000,247.085
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0003_n_steps=2048__s1,270000,259.719
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0003_n_steps=2048__s1,300000,235.205
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.001_n_steps=512__s0,30000,28.008
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.001_n_steps=512__s0,60000,113.622
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.001_n_steps=512__s0,90000,254.904
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.001_n_steps=512__s0,120000,144.827
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.001_n_steps=512__s0,150000,186.929
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.001_n_steps=512__s0,180000,256.804
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.001_n_steps=512__s0,210000,276.226
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.001_n_steps=512__s0,240000,250.907
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.001_n_steps=512__s0,270000,130.565
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.001_n_steps=512__s0,300000,259.052
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.001_n_steps=512__s1,30000,-207.272
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.001_n_steps=512__s1,60000,-138.211
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.001_n_steps=512__s1,90000,-103.19
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.001_n_steps=512__s1,120000,-157.302
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.001_n_steps=512__s1,150000,45.254
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.001_n_steps=512__s1,180000,114.033
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.001_n_steps=512__s1,210000,153.712
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.001_n_steps=512__s1,240000,-73.565
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.001_n_steps=512__s1,270000,28.209
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.001_n_steps=512__s1,300000,34.881
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.001_n_steps=512__s0,30000,-149.187
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.001_n_steps=512__s0,60000,-100.56
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.001_n_steps=512__s0,90000,10.664
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.001_n_steps=512__s0,120000,62.73
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.001_n_steps=512__s0,150000,138.812
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.001_n_steps=512__s0,180000,155.838
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.001_n_steps=512__s0,210000,104.492
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.001_n_steps=512__s0,240000,212.382
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.001_n_steps=512__s0,270000,195.542
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.001_n_steps=512__s0,300000,216.176
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.001_n_steps=2048__s0,30000,-47.24
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.001_n_steps=2048__s0,60000,-1.507
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.001_n_steps=2048__s0,90000,158.958
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.001_n_steps=2048__s0,120000,216.039
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.001_n_steps=2048__s0,150000,191.918
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.001_n_steps=2048__s0,180000,216.516
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.001_n_steps=2048__s0,210000,147.401
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.001_n_steps=2048__s0,240000,107.305
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.001_n_steps=2048__s0,270000,69.048
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.001_n_steps=2048__s0,300000,66.856
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.001_n_steps=512__s1,30000,-608.91
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.001_n_steps=512__s1,60000,-42.762
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.001_n_steps=512__s1,90000,-17.484
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.001_n_steps=512__s1,120000,-124.863
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.001_n_steps=512__s1,150000,-99.355
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.001_n_steps=512__s1,180000,48.161
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.001_n_steps=512__s1,210000,108.32
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.001_n_steps=512__s1,240000,0.263
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.001_n_steps=512__s1,270000,124.954
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.001_n_steps=512__s1,300000,69.061
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.001_n_steps=2048__s1,30000,-1277.177
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.001_n_steps=2048__s1,60000,-104.993
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.001_n_steps=2048__s1,90000,-31.845
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.001_n_steps=2048__s1,120000,112.395
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.001_n_steps=2048__s1,150000,-17.308
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.001_n_steps=2048__s1,180000,137.392
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.001_n_steps=2048__s1,210000,161.022
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.001_n_steps=2048__s1,240000,144.848
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.001_n_steps=2048__s1,270000,184.782
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.001_n_steps=2048__s1,300000,131.93
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.0001__s0,30000,-142.068
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.0001__s0,60000,-13.34
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.0001__s0,90000,-102.069
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.0001__s0,120000,-113.488
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.0001__s0,150000,-127.88
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.0001__s0,180000,-110.196
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.0001__s0,210000,-91.686
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.0001__s0,240000,-112.85
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.0001__s0,270000,-98.129
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.0001__s0,300000,-78.099
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.0001__s1,30000,-161.894
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.0001__s1,60000,-146.774
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.0001__s1,90000,-125.659
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.0001__s1,120000,-123.732
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.0001__s1,150000,-144.328
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.0001__s1,180000,-122.615
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.0001__s1,210000,-91.825
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.0001__s1,240000,-80.06
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.0001__s1,270000,-36.802
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.0001__s1,300000,-120.155
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.0001__s0,30000,-43.115
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.0001__s0,60000,-69.973
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.0001__s0,90000,-118.142
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.0001__s0,120000,-115.959
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.0001__s0,150000,-117.527
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.0001__s0,180000,-116.583
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.0001__s0,210000,-90.427
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.0001__s0,240000,-93.151
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.0001__s0,270000,-64.121
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.0001__s0,300000,-34.641
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.0001__s1,30000,-146.886
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.0001__s1,60000,-102.321
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.0001__s1,90000,-103.957
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.0001__s1,120000,-105.838
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.0001__s1,150000,-122.087
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.0001__s1,180000,-113.854
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.0001__s1,210000,-56.444
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.0001__s1,240000,-59.163
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.0001__s1,270000,44.281
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.0001__s1,300000,26.148
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.0001__s0,30000,-147.99
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.0001__s0,60000,-125.1
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.0001__s0,90000,-124.251
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.0001__s0,120000,-123.046
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.0001__s0,150000,-71.724
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.0001__s0,180000,-138.286
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.0001__s0,210000,-116.867
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.0001__s0,240000,-98.536
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.0001__s0,270000,-66.334
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.0001__s0,300000,-58.712
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.001_n_steps=2048__s1,30000,-67.216
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.001_n_steps=2048__s1,60000,-80.021
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.001_n_steps=2048__s1,90000,60.802
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.001_n_steps=2048__s1,120000,133.427
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.001_n_steps=2048__s1,150000,243.294
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.001_n_steps=2048__s1,180000,248.66
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.001_n_steps=2048__s1,210000,259.327
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.001_n_steps=2048__s1,240000,269.328
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.001_n_steps=2048__s1,270000,269.457
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.001_n_steps=2048__s1,300000,249.769
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.001_n_steps=2048__s0,30000,-71.778
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.001_n_steps=2048__s0,60000,6.525
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.001_n_steps=2048__s0,90000,70.037
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.001_n_steps=2048__s0,120000,226.437
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.001_n_steps=2048__s0,150000,47.804
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.001_n_steps=2048__s0,180000,198.635
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.001_n_steps=2048__s0,210000,156.605
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.001_n_steps=2048__s0,240000,249.512
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.001_n_steps=2048__s0,270000,206.357
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.001_n_steps=2048__s0,300000,245.01
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.0001__s1,30000,-145.378
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.0001__s1,60000,-136.972
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.0001__s1,90000,-148.335
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.0001__s1,120000,-126.558
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.0001__s1,150000,-100.924
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.0001__s1,180000,-162.813
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.0001__s1,210000,-137.781
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.0001__s1,240000,-112.758
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.0001__s1,270000,26.027
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.0001__s1,300000,-10.165
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0001__s0,30000,-140.922
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0001__s0,60000,-126.479
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0001__s0,90000,-109.934
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0001__s0,120000,-116.523
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0001__s0,150000,-100.353
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0001__s0,180000,-90.265
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0001__s0,210000,-62.734
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0001__s0,240000,61.684
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0001__s0,270000,100.801
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0001__s0,300000,85.96
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0001__s1,30000,-92.151
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0001__s1,60000,-127.057
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0001__s1,90000,-113.544
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0001__s1,120000,-157.2
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0001__s1,150000,-95.297
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0001__s1,180000,-157.789
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0001__s1,210000,-185.682
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0001__s1,240000,-62.047
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0001__s1,270000,-40.756
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0001__s1,300000,12.333
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.0003__s0,30000,-23.271
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.0003__s0,60000,-48.2
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.0003__s0,90000,-148.159
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.0003__s0,120000,-120.097
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.0003__s0,150000,-86.466
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.0003__s0,180000,-102.68
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.0003__s0,210000,-69.28
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.0003__s0,240000,-73.492
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.0003__s0,270000,-60.347
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.0003__s0,300000,-63.146
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.0003__s1,30000,-149.432
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.0003__s1,60000,-110.325
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.0003__s1,90000,-109.299
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.0003__s1,120000,-84.578
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.0003__s1,150000,-90.479
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.0003__s1,180000,-111.706
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.0003__s1,210000,-69.849
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.0003__s1,240000,-75.292
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.0003__s1,270000,-82.109
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.0003__s1,300000,-51.734
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.0003__s0,30000,-92.852
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.0003__s0,60000,-3.806
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.0003__s0,90000,-99.718
