run_id,timestep,mean_reward
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0003_n_steps=2048__s1,30000,-253.6
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0003_n_steps=2048__s1,60000,-81.4
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0003_n_steps=2048__s1,90000,-80.8
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0003_n_steps=2048__s1,120000,-78.8
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0003_n_steps=2048__s1,150000,-74.0
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0003_n_steps=2048__s1,180000,-85.0
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0003_n_steps=2048__s1,210000,-74.2
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0003_n_steps=2048__s1,240000,-85.0
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0003_n_steps=2048__s1,270000,-83.4
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0003_n_steps=2048__s1,300000,-93.6
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0003_n_steps=2048__s0,30000,-78.6
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0003_n_steps=2048__s0,60000,-85.8
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0003_n_steps=2048__s0,90000,-80.2
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0003_n_steps=2048__s0,120000,-77.6
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0003_n_steps=2048__s0,150000,-81.8
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0003_n_steps=2048__s0,180000,-93.8
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0003_n_steps=2048__s0,210000,-83.6
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0003_n_steps=2048__s0,240000,-82.4
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0003_n_steps=2048__s0,270000,-80.2
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0003_n_steps=2048__s0,300000,-81.2
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.001_n_steps=512__s0,30000,-71.6
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.001_n_steps=512__s0,60000,-74.8
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.001_n_steps=512__s0,90000,-92.0
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.001_n_steps=512__s0,120000,-77.2
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.001_n_steps=512__s0,150000,-108.2
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.001_n_steps=512__s0,180000,-89.4
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.001_n_steps=512__s0,210000,-86.6
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.001_n_steps=512__s0,240000,-111.4
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.001_n_steps=512__s0,270000,-75.6
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.001_n_steps=512__s0,300000,-105.0
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.001_n_steps=512__s1,30000,-83.2
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.001_n_steps=512__s1,60000,-80.4
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.001_n_steps=512__s1,90000,-72.4
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.001_n_steps=512__s1,120000,-68.2
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.001_n_steps=512__s1,150000,-85.6
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.001_n_steps=512__s1,180000,-76.8
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.001_n_steps=512__s1,210000,-96.0
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.001_n_steps=512__s1,240000,-69.6
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.001_n_steps=512__s1,270000,-71.2
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.001_n_steps=512__s1,300000,-85.4
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0003_n_steps=2048__s1,30000,-164.8
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0003_n_steps=2048__s1,60000,-79.4
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0003_n_steps=2048__s1,90000,-112.2
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0003_n_steps=2048__s1,120000,-78.0
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0003_n_steps=2048__s1,150000,-165.8
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0003_n_steps=2048__s1,180000,-90.0
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0003_n_steps=2048__s1,210000,-73.0
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0003_n_steps=2048__s1,240000,-74.2
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0003_n_steps=2048__s1,270000,-74.8
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0003_n_steps=2048__s1,300000,-87.4
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.001_n_steps=512__s0,30000,-85.2
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.001_n_steps=512__s0,60000,-78.6
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.001_n_steps=512__s0,90000,-106.8
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.001_n_steps=512__s0,120000,-82.4
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.001_n_steps=512__s0,150000,-70.6
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.001_n_steps=512__s0,180000,-67.2
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.001_n_steps=512__s0,210000,-75.2
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.001_n_steps=512__s0,240000,-80.0
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.001_n_steps=512__s0,270000,-88.4
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.001_n_steps=512__s0,300000,-74.8
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.001_n_steps=512__s1,30000,-101.0
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.001_n_steps=512__s1,60000,-89.4
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.001_n_steps=512__s1,90000,-79.6
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.001_n_steps=512__s1,120000,-85.6
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.001_n_steps=512__s1,150000,-87.0
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.001_n_steps=512__s1,180000,-81.2
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.001_n_steps=512__s1,210000,-75.6
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.001_n_steps=512__s1,240000,-69.0
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.001_n_steps=512__s1,270000,-77.2
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.001_n_steps=512__s1,300000,-86.6
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.001_n_steps=2048__s0,30000,-80.8
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.001_n_steps=2048__s0,60000,-94.2
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.001_n_steps=2048__s0,90000,-89.2
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.001_n_steps=2048__s0,120000,-77.8
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.001_n_steps=2048__s0,150000,-163.2
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.001_n_steps=2048__s0,180000,-78.4
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.001_n_steps=2048__s0,210000,-78.0
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.001_n_steps=2048__s0,240000,-77.4
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.001_n_steps=2048__s0,270000,-77.2
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.001_n_steps=2048__s0,300000,-69.0
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.001_n_steps=2048__s1,30000,-94.6
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.001_n_steps=2048__s1,60000,-97.6
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.001_n_steps=2048__s1,90000,-81.6
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.001_n_steps=2048__s1,120000,-76.2
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.001_n_steps=2048__s1,150000,-69.6
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.001_n_steps=2048__s1,180000,-78.4
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.001_n_steps=2048__s1,210000,-71.0
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.001_n_steps=2048__s1,240000,-67.6
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.001_n_steps=2048__s1,270000,-64.4
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.001_n_steps=2048__s1,300000,-70.4
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.001_n_steps=2048__s0,30000,-101.6
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.001_n_steps=2048__s0,60000,-82.8
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.001_n_steps=2048__s0,90000,-84.2
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.001_n_steps=2048__s0,120000,-85.6
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.001_n_steps=2048__s0,150000,-79.0
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.001_n_steps=2048__s0,180000,-78.8
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.001_n_steps=2048__s0,210000,-82.8
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.001_n_steps=2048__s0,240000,-101.0
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.001_n_steps=2048__s0,270000,-79.0
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.001_n_steps=2048__s0,300000,-76.4
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.001_n_steps=2048__s1,30000,-79.8
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.001_n_steps=2048__s1,60000,-84.6
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.001_n_steps=2048__s1,90000,-84.6
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.001_n_steps=2048__s1,120000,-86.0
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.001_n_steps=2048__s1,150000,-73.0
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.001_n_steps=2048__s1,180000,-79.6
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.001_n_steps=2048__s1,210000,-82.4
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.001_n_steps=2048__s1,240000,-77.4
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.001_n_steps=2048__s1,270000,-74.2
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.001_n_steps=2048__s1,300000,-88.4
